Name,Longitude,Latitude,Elevation (ft),Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F)
ACLE9,-107.4176,39.7944,11260,1/20/2024,0,13,21.5,30.1
ACLE9,-107.4176,39.7944,11260,1/21/2024,0.26,14.9,23.5,32
ACLE9,-107.4176,39.7944,11260,1/22/2024,0,12.8,20.1,27.5
ACLE9,-107.4176,39.7944,11260,1/23/2024,0,10.6,19.4,28.2
ACLE9,-107.4176,39.7944,11260,1/24/2024,0.25,10.6,20.1,29.7
ACLE9,-107.4176,39.7944,11260,1/25/2024,0,8.9,18,27.2
ACLE9,-107.4176,39.7944,11260,1/26/2024,0,6.9,16.1,25.3
ACLE9,-107.4176,39.7944,11260,1/27/2024,0,3.3,13,22.7
ACLE9,-107.4176,39.7944,11260,1/28/2024,0,8.7,20,31.3
ACLE9,-107.4176,39.7944,11260,1/29/2024,0,15,26.1,37.1
ACLE9,-107.4176,39.7944,11260,1/30/2024,0,16.6,26.7,36.8
ACLE9,-107.4176,39.7944,11260,1/31/2024,0,17.2,28.6,40
ACLE9,-107.4176,39.7944,11260,2/1/2024,0,14.3,27.2,40.1
ACLE9,-107.4176,39.7944,11260,2/2/2024,0.36,13.9,24.3,34.7
ACLE9,-107.4176,39.7944,11260,2/3/2024,0.56,10,20.6,31.2
ACLE9,-107.4176,39.7944,11260,2/4/2024,0.25,-0.7,10.1,20.8
ACLE9,-107.4176,39.7944,11260,2/5/2024,0,4.6,15.6,26.7
ACLE9,-107.4176,39.7944,11260,2/6/2024,0.19,15.4,25.8,36.2
ACLE9,-107.4176,39.7944,11260,2/7/2024,0.84,15.1,24.6,34.1
ACLE9,-107.4176,39.7944,11260,2/8/2024,0.62,3.9,13.3,22.7
ACLE9,-107.4176,39.7944,11260,2/9/2024,0.16,-0.3,11.2,22.6
ACLE9,-107.4176,39.7944,11260,2/10/2024,0.11,-3.9,6.8,17.6
ACLE9,-107.4176,39.7944,11260,2/11/2024,0,-7.8,4.7,17.2
ACLE9,-107.4176,39.7944,11260,2/12/2024,0,0.9,12.6,24.3
ACLE9,-107.4176,39.7944,11260,2/13/2024,0,3.1,16.6,30.1
ACLE9,-107.4176,39.7944,11260,2/14/2024,0.26,4.9,17,29.1
ACLE9,-107.4176,39.7944,11260,2/15/2024,0.41,7.7,17.1,26.5
ACLE9,-107.4176,39.7944,11260,2/16/2024,0.52,4.3,15.9,27.6
ACLE9,-107.4176,39.7944,11260,2/17/2024,0.14,-2.9,9.9,22.8
ACLE9,-107.4176,39.7944,11260,2/18/2024,0.09,0,14.6,29.3
ACLE9,-107.4176,39.7944,11260,2/19/2024,0.04,5.5,15.2,24.9
ACLE9,-107.4176,39.7944,11260,2/20/2024,0.35,12.7,24.4,36
ACLE9,-107.4176,39.7944,11260,2/21/2024,0.15,14.8,24.5,34.3
ACLE9,-107.4176,39.7944,11260,2/22/2024,0.09,9.2,20.7,32.2
ACLE9,-107.4176,39.7944,11260,2/23/2024,0.04,2.7,14.5,26.2
ACLE9,-107.4176,39.7944,11260,2/24/2024,0,4.8,16.8,28.9
ACLE9,-107.4176,39.7944,11260,2/25/2024,0,10.6,23,35.4
ACLE9,-107.4176,39.7944,11260,2/26/2024,0,14.4,25.7,37
ACLE9,-107.4176,39.7944,11260,2/27/2024,0.26,15,25,35
ACLE9,-107.4176,39.7944,11260,2/28/2024,0.1,-10.9,4.8,20.5
ACLE9,-107.4176,39.7944,11260,2/29/2024,0,-3.2,14.1,31.4
ACLE9,-107.4176,39.7944,11260,3/1/2024,0,7.6,19.6,31.6
ACLE9,-107.4176,39.7944,11260,3/2/2024,0.33,14.6,23.4,32.3
ACLE9,-107.4176,39.7944,11260,3/3/2024,0.6,5.9,18.7,31.5
ACLE9,-107.4176,39.7944,11260,3/4/2024,0.44,1.2,10.8,20.5
ACLE9,-107.4176,39.7944,11260,3/5/2024,0.35,1.6,11,20.5
ACLE9,-107.4176,39.7944,11260,3/6/2024,0.11,3.5,14.5,25.6
ACLE9,-107.4176,39.7944,11260,3/7/2024,0,7.1,17.4,27.7
ACLE9,-107.4176,39.7944,11260,3/8/2024,0.21,5.8,17.2,28.6
ACLE9,-107.4176,39.7944,11260,3/9/2024,0.09,-1.7,9.7,21.1
ACLE9,-107.4176,39.7944,11260,3/10/2024,0,2.2,16.2,30.1
ACLE9,-107.4176,39.7944,11260,3/11/2024,0,10.5,22.8,35
ACLE9,-107.4176,39.7944,11260,3/12/2024,0.12,12.1,23.3,34.6
ACLE9,-107.4176,39.7944,11260,3/13/2024,0.19,13.3,23.5,33.7
ACLE9,-107.4176,39.7944,11260,3/14/2024,0.25,5.8,14.7,23.7
ACLE9,-107.4176,39.7944,11260,3/15/2024,0.27,6.5,16.1,25.8
ACLE9,-107.4176,39.7944,11260,3/16/2024,0.08,11.2,23.1,35
ACLE9,-107.4176,39.7944,11260,3/17/2024,0,9.4,21.5,33.6
ACLE9,-107.4176,39.7944,11260,3/18/2024,0,9,21.4,33.8
ACLE9,-107.4176,39.7944,11260,3/19/2024,0,10.6,24.3,38
ACLE9,-107.4176,39.7944,11260,3/20/2024,0,14.2,26.3,38.4
ACLE9,-107.4176,39.7944,11260,3/21/2024,0,14.4,26.4,38.4
ACLE9,-107.4176,39.7944,11260,3/22/2024,0,15,27.7,40.4
ACLE9,-107.4176,39.7944,11260,3/23/2024,0,13.5,25.9,38.4
ACLE9,-107.4176,39.7944,11260,3/24/2024,0.16,15.8,25.6,35.4
ACLE9,-107.4176,39.7944,11260,3/25/2024,0.36,3.7,15.9,28.1
ACLE9,-107.4176,39.7944,11260,3/26/2024,0.08,-0.1,9.8,19.7
ACLE9,-107.4176,39.7944,11260,3/27/2024,0.07,0.1,13,25.9
ACLE9,-107.4176,39.7944,11260,3/28/2024,0.1,4.5,15.7,27
ACLE9,-107.4176,39.7944,11260,3/29/2024,0.17,11.7,23.1,34.6
ACLE9,-107.4176,39.7944,11260,3/30/2024,0.88,13.6,21.6,29.6
ACLE9,-107.4176,39.7944,11260,3/31/2024,0,18.6,27.6,36.7
ACLE9,-107.4176,39.7944,11260,4/1/2024,0.54,8,17.9,27.8
ACLE9,-107.4176,39.7944,11260,4/2/2024,0.18,4.1,17.8,31.6
ACLE9,-107.4176,39.7944,11260,4/3/2024,0,8.9,21.7,34.5
ACLE9,-107.4176,39.7944,11260,4/4/2024,0,14.7,28.5,42.4
ACLE9,-107.4176,39.7944,11260,4/5/2024,0,20,32.4,44.7
ACLE9,-107.4176,39.7944,11260,4/6/2024,0.43,13.3,27.1,40.9
ACLE9,-107.4176,39.7944,11260,4/7/2024,0.41,-2.6,9.1,20.7
ACLE9,-107.4176,39.7944,11260,4/8/2024,0,0.5,12.5,24.6
ACLE9,-107.4176,39.7944,11260,4/9/2024,0,2.3,15.2,28.1
ACLE9,-107.4176,39.7944,11260,4/10/2024,0,6.3,19.9,33.4
ACLE9,-107.4176,39.7944,11260,4/11/2024,0,11.3,23.2,35.1
ACLE9,-107.4176,39.7944,11260,4/12/2024,0,14.4,27.4,40.3
ACLE9,-107.4176,39.7944,11260,4/13/2024,0,20.7,34.5,48.3
ACLE9,-107.4176,39.7944,11260,4/14/2024,0,22.7,35.2,47.6
ACLE9,-107.4176,39.7944,11260,4/15/2024,0,24.5,35.8,47
ACLE9,-107.4176,39.7944,11260,4/16/2024,0.37,13.5,25.8,38.1
ACLE9,-107.4176,39.7944,11260,4/17/2024,0.32,18,28,38
ACLE9,-107.4176,39.7944,11260,4/18/2024,0,20.8,32.2,43.6
ACLE9,-107.4176,39.7944,11260,4/19/2024,0.08,17.7,28.1,38.4
ACLE9,-107.4176,39.7944,11260,4/20/2024,0.08,17.4,29.4,41.4
ACLE9,-107.4176,39.7944,11260,4/21/2024,0,15.7,28,40.2
ACLE9,-107.4176,39.7944,11260,4/22/2024,0,19.6,32.6,45.5
ACLE9,-107.4176,39.7944,11260,4/23/2024,0,25.4,36.6,47.7
ACLE9,-107.4176,39.7944,11260,4/24/2024,0,24.9,37.1,49.2
ACLE9,-107.4176,39.7944,11260,4/25/2024,0,26.6,39.2,51.9
ACLE9,-107.4176,39.7944,11260,4/26/2024,0.11,19.2,31.6,43.9
ACLE9,-107.4176,39.7944,11260,4/27/2024,0.34,17.3,27.7,38.1
ACLE9,-107.4176,39.7944,11260,4/28/2024,0.31,13.8,23,32.3
ACLE9,-107.4176,39.7944,11260,4/29/2024,0.12,15.7,25.9,36.1
ACLE9,-107.4176,39.7944,11260,4/30/2024,0,20.1,30,39.8
ACLE9,-107.4176,39.7944,11260,5/1/2024,0,18,30.6,43.2
ACLE9,-107.4176,39.7944,11260,5/2/2024,0.23,11.3,23.7,36.2
ACLE9,-107.4176,39.7944,11260,5/3/2024,0,12.2,25,37.7
ACLE9,-107.4176,39.7944,11260,5/4/2024,0,11.3,25.5,39.7
ACLE9,-107.4176,39.7944,11260,5/5/2024,0,16.9,32,47.2
ACLE9,-107.4176,39.7944,11260,5/6/2024,0.49,19.3,33.8,48.3
ACLE9,-107.4176,39.7944,11260,5/7/2024,0.9,4.8,13.9,23
ACLE9,-107.4176,39.7944,11260,5/8/2024,0.29,6.3,15.4,24.6
ACLE9,-107.4176,39.7944,11260,5/9/2024,0,6.9,17.2,27.6
ACLE9,-107.4176,39.7944,11260,5/10/2024,0,10.3,23.3,36.4
ACLE9,-107.4176,39.7944,11260,5/11/2024,0.01,13.9,27.8,41.8
ACLE9,-107.4176,39.7944,11260,5/12/2024,0.04,16.9,30.1,43.2
ACLE9,-107.4176,39.7944,11260,5/13/2024,0,20.5,33.3,46.1
ACLE9,-107.4176,39.7944,11260,5/14/2024,0,27.1,40.3,53.5
ACLE9,-107.4176,39.7944,11260,5/15/2024,0.1,24.5,37.2,49.8
ACLE9,-107.4176,39.7944,11260,5/16/2024,0,20.7,33.8,46.9
ACLE9,-107.4176,39.7944,11260,5/17/2024,0,26.3,39.7,53
ACLE9,-107.4176,39.7944,11260,5/18/2024,0,33.4,43.9,54.4
ACLE9,-107.4176,39.7944,11260,5/19/2024,0.1,30.9,42.2,53.5
ACLE9,-107.4176,39.7944,11260,5/20/2024,0,31,40.9,50.7
ACLE9,-107.4176,39.7944,11260,5/21/2024,0.19,24.7,36.9,49.1
ACLE9,-107.4176,39.7944,11260,5/22/2024,0.33,15.9,24.1,32.3
ACLE9,-107.4176,39.7944,11260,5/23/2024,0,26.3,36,45.7
ACLE9,-107.4176,39.7944,11260,5/24/2024,0,24.7,34.6,44.5
ACLE9,-107.4176,39.7944,11260,5/25/2024,0,25.9,36.3,46.7
ACLE9,-107.4176,39.7944,11260,5/26/2024,0.32,24.2,34.1,44
ACLE9,-107.4176,39.7944,11260,5/27/2024,0,27.5,37.5,47.6
ACLE9,-107.4176,39.7944,11260,5/28/2024,0,33.7,44,54.4
ACLE9,-107.4176,39.7944,11260,5/29/2024,0,36,47.1,58.2
ACLE9,-107.4176,39.7944,11260,5/30/2024,0,38,48.7,59.4
ACLE9,-107.4176,39.7944,11260,5/31/2024,0,34.5,45.5,56.5
ACLE9,-107.4176,39.7944,11260,6/1/2024,0,26.2,37.8,49.3
ACLE9,-107.4176,39.7944,11260,6/2/2024,0,29.7,41.9,54.1
ACLE9,-107.4176,39.7944,11260,6/3/2024,0,31.3,42.1,53
ACLE9,-107.4176,39.7944,11260,6/4/2024,0.16,29.7,41.5,53.3
ACLE9,-107.4176,39.7944,11260,6/5/2024,0,30.4,40.6,50.8
ACLE9,-107.4176,39.7944,11260,6/6/2024,0,35.1,46.6,58.2
ACLE9,-107.4176,39.7944,11260,6/7/2024,0,36.9,49.8,62.7
ACLE9,-107.4176,39.7944,11260,6/8/2024,0,35.2,47.5,59.7
ACLE9,-107.4176,39.7944,11260,6/9/2024,0,35,47.7,60.4
ACLE9,-107.4176,39.7944,11260,6/10/2024,0,35.2,48.8,62.3
ACLE9,-107.4176,39.7944,11260,6/11/2024,0,34.3,46.5,58.6
ACLE9,-107.4176,39.7944,11260,6/12/2024,0,35.1,48.1,61.1
ACLE9,-107.4176,39.7944,11260,6/13/2024,0,38.9,52.2,65.5
ACLE9,-107.4176,39.7944,11260,6/14/2024,0,40,53.7,67.4
ACLE9,-107.4176,39.7944,11260,6/15/2024,0.08,31.7,43.7,55.6
ACLE9,-107.4176,39.7944,11260,6/16/2024,0,34.5,48.1,61.7
ACLE9,-107.4176,39.7944,11260,6/17/2024,0,40.4,51.9,63.3
ACLE9,-107.4176,39.7944,11260,6/18/2024,0,29.4,46.1,62.8
ACLE9,-107.4176,39.7944,11260,6/19/2024,0,26,38.9,51.8
ACLE9,-107.4176,39.7944,11260,6/20/2024,0,33.5,46,58.5
ACLE9,-107.4176,39.7944,11260,6/21/2024,0.28,36.2,47.6,59.1
ACLE9,-107.4176,39.7944,11260,6/22/2024,0.24,33.4,43,52.7
ACLE9,-107.4176,39.7944,11260,6/23/2024,0.11,35,47.7,60.4
ACLE9,-107.4176,39.7944,11260,6/24/2024,0,38.9,51.5,64
ACLE9,-107.4176,39.7944,11260,6/25/2024,0,45.6,55.6,65.7
ACLE9,-107.4176,39.7944,11260,6/26/2024,0,43.1,54.8,66.4
ACLE9,-107.4176,39.7944,11260,6/27/2024,0.04,41.2,54,66.7
ACLE9,-107.4176,39.7944,11260,6/28/2024,0.21,37.6,49.9,62.1
ACLE9,-107.4176,39.7944,11260,6/29/2024,0.23,37.1,48.4,59.6
ACLE9,-107.4176,39.7944,11260,6/30/2024,0.02,40.1,51.9,63.6
ACLE9,-107.4176,39.7944,11260,7/1/2024,0.11,41.1,52.2,63.3
ACLE9,-107.4176,39.7944,11260,7/2/2024,0.22,34.8,46.8,58.8
ACLE9,-107.4176,39.7944,11260,7/3/2024,0,33.7,44.9,56.1
ACLE9,-107.4176,39.7944,11260,7/4/2024,0,34.6,46.9,59.3
ACLE9,-107.4176,39.7944,11260,7/5/2024,0,33.2,45.7,58.1
ACLE9,-107.4176,39.7944,11260,7/6/2024,0,33.6,45.4,57.3
ACLE9,-107.4176,39.7944,11260,7/7/2024,0,36.8,48.3,59.9
ACLE9,-107.4176,39.7944,11260,7/8/2024,0,31.4,44.9,58.5
ACLE9,-107.4176,39.7944,11260,7/9/2024,0,33.4,45.6,57.8
ACLE9,-107.4176,39.7944,11260,7/10/2024,0,36.7,50,63.3
ACLE9,-107.4176,39.7944,11260,7/11/2024,0,39.2,50.3,61.3
ACLE9,-107.4176,39.7944,11260,7/12/2024,0,41.4,53.3,65.2
ACLE9,-107.4176,39.7944,11260,7/13/2024,0,46.3,58.1,70
ACLE9,-107.4176,39.7944,11260,7/14/2024,0,45.7,57.3,68.8
ACLE9,-107.4176,39.7944,11260,7/15/2024,0,43.8,56.1,68.4
ACLE9,-107.4176,39.7944,11260,7/16/2024,0.03,38.9,53.1,67.3
ACLE9,-107.4176,39.7944,11260,7/17/2024,0.22,37.4,49.2,61.1
ACLE9,-107.4176,39.7944,11260,7/18/2024,0,38.2,51.3,64.4
ACLE9,-107.4176,39.7944,11260,7/19/2024,0,41.8,54.2,66.5
ACLE9,-107.4176,39.7944,11260,7/20/2024,0.14,40.7,52,63.3
ACLE9,-107.4176,39.7944,11260,7/21/2024,0,38.4,49.5,60.6
ACLE9,-107.4176,39.7944,11260,7/22/2024,0,34.6,47.8,61.1
ACLE9,-107.4176,39.7944,11260,7/23/2024,0,35.5,46.4,57.3
ACLE9,-107.4176,39.7944,11260,7/24/2024,0,38.9,50.2,61.6
ACLE9,-107.4176,39.7944,11260,7/25/2024,0,42.4,55.7,69.1
ACLE9,-107.4176,39.7944,11260,7/26/2024,0,42.7,56.2,69.7
ACLE9,-107.4176,39.7944,11260,7/27/2024,0.23,38.6,51,63.4
ACLE9,-107.4176,39.7944,11260,7/28/2024,0.02,38.3,50.7,63.1
ACLE9,-107.4176,39.7944,11260,7/29/2024,0,39.3,51.1,62.9
ACLE9,-107.4176,39.7944,11260,7/30/2024,0,41.7,53.6,65.6
ACLE9,-107.4176,39.7944,11260,7/31/2024,0,40.4,53.6,66.8
ACLE9,-107.4176,39.7944,11260,8/1/2024,0,41.2,54.8,68.5
ACLE9,-107.4176,39.7944,11260,8/2/2024,0,43.3,57.7,72.1
ACLE9,-107.4176,39.7944,11260,8/3/2024,0,44.8,59.1,73.3
ACLE9,-107.4176,39.7944,11260,8/4/2024,0,44.4,56.9,69.4
ACLE9,-107.4176,39.7944,11260,8/5/2024,0.02,43.3,56.5,69.8
ACLE9,-107.4176,39.7944,11260,8/6/2024,0,42.6,55.3,67.9
ACLE9,-107.4176,39.7944,11260,8/7/2024,0.07,43.4,56.1,68.8
ACLE9,-107.4176,39.7944,11260,8/8/2024,0.29,39.8,55.2,70.6
ACLE9,-107.4176,39.7944,11260,8/9/2024,0.06,37.6,52.1,66.6
ACLE9,-107.4176,39.7944,11260,8/10/2024,0.15,37,48.6,60.2
ACLE9,-107.4176,39.7944,11260,8/11/2024,0.63,36,48.8,61.7
ACLE9,-107.4176,39.7944,11260,8/12/2024,0.01,37.6,48.8,60
ACLE9,-107.4176,39.7944,11260,8/13/2024,0.05,38.5,49.3,60.2
ACLE9,-107.4176,39.7944,11260,8/14/2024,0.34,35.7,44.6,53.6
ACLE9,-107.4176,39.7944,11260,8/15/2024,0.09,33.8,46,58.2
ACLE9,-107.4176,39.7944,11260,8/16/2024,0,36.1,49,61.8
ACLE9,-107.4176,39.7944,11260,8/17/2024,0,41.5,53.2,64.9
ACLE9,-107.4176,39.7944,11260,8/18/2024,0.04,40.1,52.5,64.9
ACLE9,-107.4176,39.7944,11260,8/19/2024,0.04,38.6,50.3,62
ACLE9,-107.4176,39.7944,11260,8/20/2024,0,40,51.6,63.2
ACLE9,-107.4176,39.7944,11260,8/21/2024,0.04,39.8,52.1,64.4
ACLE9,-107.4176,39.7944,11260,8/22/2024,0.26,39.1,49.6,60
ACLE9,-107.4176,39.7944,11260,8/23/2024,0.08,37.3,45.5,53.7
ACLE9,-107.4176,39.7944,11260,8/24/2024,0.48,37.5,45.9,54.2
ACLE9,-107.4176,39.7944,11260,8/25/2024,0.23,36.6,45.9,55.1
ACLE9,-107.4176,39.7944,11260,8/26/2024,0.3,35.5,43.3,51.1
ACLE9,-107.4176,39.7944,11260,8/27/2024,0,33.6,45,56.5
ACLE9,-107.4176,39.7944,11260,8/28/2024,0,37.9,49,60.1
ACLE9,-107.4176,39.7944,11260,8/29/2024,0,37.1,48.9,60.7
ACLE9,-107.4176,39.7944,11260,8/30/2024,0,33.3,46.5,59.7
ACLE9,-107.4176,39.7944,11260,8/31/2024,0,34.4,47.7,61.1
ACLE9,-107.4176,39.7944,11260,9/1/2024,0,40.1,51.9,63.6
ACLE9,-107.4176,39.7944,11260,9/2/2024,0,38.8,51,63.2
ACLE9,-107.4176,39.7944,11260,9/3/2024,0,39.5,50.2,61
ACLE9,-107.4176,39.7944,11260,9/4/2024,0,40.2,51,61.7
ACLE9,-107.4176,39.7944,11260,9/5/2024,0.1,33.8,45.2,56.7
ACLE9,-107.4176,39.7944,11260,9/6/2024,0,33.4,43.8,54.2
ACLE9,-107.4176,39.7944,11260,9/7/2024,0,34.6,46.9,59.3
ACLE9,-107.4176,39.7944,11260,9/8/2024,0,37.5,48.1,58.6
ACLE9,-107.4176,39.7944,11260,9/9/2024,0,38.3,49.1,59.8
ACLE9,-107.4176,39.7944,11260,9/10/2024,0,35.8,47.7,59.5
ACLE9,-107.4176,39.7944,11260,9/11/2024,0.19,36.1,45.2,54.3
ACLE9,-107.4176,39.7944,11260,9/12/2024,0,35.6,45.6,55.6
ACLE9,-107.4176,39.7944,11260,9/13/2024,0,31.4,44,56.6
ACLE9,-107.4176,39.7944,11260,9/14/2024,0,31.1,41.8,52.5
ACLE9,-107.4176,39.7944,11260,9/15/2024,0,33.7,45.4,57.1
ACLE9,-107.4176,39.7944,11260,9/16/2024,0,33.4,44.1,54.8
ACLE9,-107.4176,39.7944,11260,9/17/2024,0.14,33.5,43.1,52.8
ACLE9,-107.4176,39.7944,11260,9/18/2024,0.69,28.6,36.7,44.8
ACLE9,-107.4176,39.7944,11260,9/19/2024,0,27.6,37.5,47.4
ACLE9,-107.4176,39.7944,11260,9/20/2024,0,30,41.4,52.8
ACLE9,-107.4176,39.7944,11260,9/21/2024,0,33.4,44.8,56.1
ACLE9,-107.4176,39.7944,11260,9/22/2024,0.35,26.3,42,57.6
ACLE9,-107.4176,39.7944,11260,9/23/2024,0,27.1,36,45
ACLE9,-107.4176,39.7944,11260,9/24/2024,0,29.2,39.4,49.5
ACLE9,-107.4176,39.7944,11260,9/25/2024,0,32,43.6,55.3
ACLE9,-107.4176,39.7944,11260,9/26/2024,0,37.1,49.5,61.9
ACLE9,-107.4176,39.7944,11260,9/27/2024,0,37.3,48.7,60
ACLE9,-107.4176,39.7944,11260,9/28/2024,0,37.3,48.6,59.8
ACLE9,-107.4176,39.7944,11260,9/29/2024,0,37.5,49.5,61.6
ACLE9,-107.4176,39.7944,11260,9/30/2024,0,37.4,49.4,61.5
ACLE9,-107.4176,39.7944,11260,10/1/2024,0,37.3,48.5,59.6
ACLE9,-107.4176,39.7944,11260,10/2/2024,0,36.7,47.6,58.4
ACLE9,-107.4176,39.7944,11260,10/3/2024,0,36.8,47.3,57.7
ACLE9,-107.4176,39.7944,11260,10/4/2024,0,34.1,45.1,56
ACLE9,-107.4176,39.7944,11260,10/5/2024,0,36.5,47.3,58.1
ACLE9,-107.4176,39.7944,11260,10/6/2024,0.09,34.1,43.8,53.6
ACLE9,-107.4176,39.7944,11260,10/7/2024,0,33,45.1,57.2
ACLE9,-107.4176,39.7944,11260,10/8/2024,0,31.4,41.1,50.9
ACLE9,-107.4176,39.7944,11260,10/9/2024,0,31.9,42.3,52.7
ACLE9,-107.4176,39.7944,11260,10/10/2024,0,32.5,42.4,52.3
ACLE9,-107.4176,39.7944,11260,10/11/2024,0,34.7,44.5,54.4
ACLE9,-107.4176,39.7944,11260,10/12/2024,0,35.4,44.3,53.3
ACLE9,-107.4176,39.7944,11260,10/13/2024,0,33.6,43.8,53.9
ACLE9,-107.4176,39.7944,11260,10/14/2024,0,32,42.8,53.6
ACLE9,-107.4176,39.7944,11260,10/15/2024,0,30.9,41.8,52.7
ACLE9,-107.4176,39.7944,11260,10/16/2024,0,29.9,40.9,51.8
ACLE9,-107.4176,39.7944,11260,10/17/2024,0.08,29.2,40,50.9
ACLE9,-107.4176,39.7944,11260,10/18/2024,0.44,22.8,30.8,38.9
ACLE9,-107.4176,39.7944,11260,10/19/2024,0.23,21.4,29.2,37
ACLE9,-107.4176,39.7944,11260,10/20/2024,0,24.6,33.6,42.5
ACLE9,-107.4176,39.7944,11260,10/21/2024,0.62,20.7,32,43.2
ACLE9,-107.4176,39.7944,11260,10/22/2024,0.23,22.2,26.8,31.3
ACLE9,-107.4176,39.7944,11260,10/23/2024,0,24.4,31.4,38.5
ACLE9,-107.4176,39.7944,11260,10/24/2024,0,26.8,36.6,46.4
ACLE9,-107.4176,39.7944,11260,10/25/2024,0,23.4,31.2,39.1
ACLE9,-107.4176,39.7944,11260,10/26/2024,0,25,34.7,44.3
ACLE9,-107.4176,39.7944,11260,10/27/2024,0,27.7,37.7,47.7
ACLE9,-107.4176,39.7944,11260,10/28/2024,0,28.6,39.1,49.6
ACLE9,-107.4176,39.7944,11260,10/29/2024,0.11,24.8,34.4,44
ACLE9,-107.4176,39.7944,11260,10/30/2024,1.53,12.2,21.9,31.6
ACLE9,-107.4176,39.7944,11260,10/31/2024,0.42,3,12,20.9
,,,,,,,,
HEMU3,-105.41,40.11,7749,1/1/2024,0,25.9,32.9,39.8
HEMU3,-105.41,40.11,7749,1/2/2024,0,23.3,34.2,45.2
HEMU3,-105.41,40.11,7749,1/3/2024,0,22.6,31.1,39.7
HEMU3,-105.41,40.11,7749,1/4/2024,0,21,29.6,38.2
HEMU3,-105.41,40.11,7749,1/5/2024,0.02,17.5,24.1,30.7
HEMU3,-105.41,40.11,7749,1/6/2024,0,13.5,21.7,29.9
HEMU3,-105.41,40.11,7749,1/7/2024,0,13.4,19.9,26.3
HEMU3,-105.41,40.11,7749,1/8/2024,0.1,14.1,21.5,29
HEMU3,-105.41,40.11,7749,1/9/2024,0,9.7,16.1,22.5
HEMU3,-105.41,40.11,7749,1/10/2024,0.02,14.7,23.8,33
HEMU3,-105.41,40.11,7749,1/11/2024,0.01,16.1,19.7,23.3
HEMU3,-105.41,40.11,7749,1/12/2024,0,2.7,11.4,20.1
HEMU3,-105.41,40.11,7749,1/13/2024,0.23,-5.7,7.4,20.4
HEMU3,-105.41,40.11,7749,1/14/2024,0.1,-5.6,1.2,8
HEMU3,-105.41,40.11,7749,1/15/2024,0.13,-4.8,9.2,23.3
HEMU3,-105.41,40.11,7749,1/16/2024,0.12,-14,-0.2,13.6
HEMU3,-105.41,40.11,7749,1/17/2024,0,7.8,19.5,31.2
HEMU3,-105.41,40.11,7749,1/18/2024,0.02,28.7,34.3,39.9
HEMU3,-105.41,40.11,7749,1/19/2024,0.01,7.3,22.1,36.8
HEMU3,-105.41,40.11,7749,1/20/2024,0,11.2,23.2,35.2
HEMU3,-105.41,40.11,7749,1/21/2024,0,30.4,40,49.7
HEMU3,-105.41,40.11,7749,1/22/2024,0,30.8,36.7,42.5
HEMU3,-105.41,40.11,7749,1/23/2024,0,28.1,35.9,43.6
HEMU3,-105.41,40.11,7749,1/24/2024,0.01,26.6,33.6,40.5
HEMU3,-105.41,40.11,7749,1/25/2024,0,25.9,32.9,39.9
HEMU3,-105.41,40.11,7749,1/26/2024,0.09,23.9,31.5,39
HEMU3,-105.41,40.11,7749,1/27/2024,0.02,21.3,27.5,33.6
HEMU3,-105.41,40.11,7749,1/28/2024,0,23.4,32.4,41.4
HEMU3,-105.41,40.11,7749,1/29/2024,0,33.5,42.3,51.1
HEMU3,-105.41,40.11,7749,1/30/2024,0,29.5,39.9,50.4
HEMU3,-105.41,40.11,7749,1/31/2024,0,31.4,42.6,53.7
HEMU3,-105.41,40.11,7749,2/1/2024,0,34.1,44.1,54.2
HEMU3,-105.41,40.11,7749,2/2/2024,0,29.3,40.4,51.4
HEMU3,-105.41,40.11,7749,2/3/2024,0.15,29.8,36.9,44.1
HEMU3,-105.41,40.11,7749,2/4/2024,0.83,18.8,24.8,30.8
HEMU3,-105.41,40.11,7749,2/5/2024,0,17.4,27.2,36.9
HEMU3,-105.41,40.11,7749,2/6/2024,0,23.3,35.3,47.3
HEMU3,-105.41,40.11,7749,2/7/2024,0,31,40.9,50.8
HEMU3,-105.41,40.11,7749,2/8/2024,0,29.2,37,44.8
HEMU3,-105.41,40.11,7749,2/9/2024,0,18.8,28,37.1
HEMU3,-105.41,40.11,7749,2/10/2024,0.03,18.7,25.7,32.7
HEMU3,-105.41,40.11,7749,2/11/2024,0.1,6.7,15.8,25
HEMU3,-105.41,40.11,7749,2/12/2024,0,7.5,20.3,33.1
HEMU3,-105.41,40.11,7749,2/13/2024,0,24.8,34.2,43.6
HEMU3,-105.41,40.11,7749,2/14/2024,0,24.2,33,41.7
HEMU3,-105.41,40.11,7749,2/15/2024,0.04,24.1,31.6,39
HEMU3,-105.41,40.11,7749,2/16/2024,0.04,18.8,31.3,43.8
HEMU3,-105.41,40.11,7749,2/17/2024,0.28,3.4,15.7,27.9
HEMU3,-105.41,40.11,7749,2/18/2024,0,3.7,17.8,32
HEMU3,-105.41,40.11,7749,2/19/2024,0,18.2,30.4,42.6
HEMU3,-105.41,40.11,7749,2/20/2024,0,29.6,38.4,47.2
HEMU3,-105.41,40.11,7749,2/21/2024,0,34.3,43.1,51.8
HEMU3,-105.41,40.11,7749,2/22/2024,0,27.6,38.9,50.3
HEMU3,-105.41,40.11,7749,2/23/2024,0.04,25.5,30.5,35.5
