PRISM Time Series Data
Locations: 42
"Climate variables: tmin,tmax"
Spatial resolution: 800m
Period: 2025-01-01 - 2025-01-31
Dataset: AN91d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2026-Apr-09
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Name,Longitude,Latitude,Elevation (ft),Date,tmin (degrees F),tmax (degrees F)
ANGE,-103.0970,42.6397,4321,2025-01-17,40.7,48.5
ANGE,-103.0970,42.6397,4321,2025-01-18,4.3,35.0
ANGE,-103.0970,42.6397,4321,2025-01-19,-4.1,12.1
ANGE,-103.0970,42.6397,4321,2025-01-20,-2.1,10.8
ANGE,-103.0970,42.6397,4321,2025-01-21,-2.2,3.4
ANGE,-103.0970,42.6397,4321,2025-01-22,19.8,32.6
ANGE,-103.0970,42.6397,4321,2025-01-23,15.2,27.7
ANGE,-103.0970,42.6397,4321,2025-01-24,25.8,30.1
ANGE,-103.0970,42.6397,4321,2025-01-25,23.8,31.8
ANGE,-103.0970,42.6397,4321,2025-01-26,18.4,24.9
ANGE,-103.0970,42.6397,4321,2025-01-27,16.1,29.3
ANGE,-103.0970,42.6397,4321,2025-01-28,32.5,44.7
ANGE,-103.0970,42.6397,4321,2025-01-29,34.3,50.0
ANGE,-103.0970,42.6397,4321,2025-01-30,36.2,52.5
ANGE,-103.0970,42.6397,4321,2025-01-31,40.2,50.4

ANGE,-103.0290,42.7065,4042,2025-01-01,23.2,26.1
ANGE,-103.0290,42.7065,4042,2025-01-02,21.6,31.4
ANGE,-103.0290,42.7065,4042,2025-01-03,21.5,22.2
ANGE,-103.0290,42.7065,4042,2025-01-04,13.5,21.9
ANGE,-103.0290,42.7065,4042,2025-01-05,0.7,20.7
ANGE,-103.0290,42.7065,4042,2025-01-06,6.3,15.5
ANGE,-103.0290,42.7065,4042,2025-01-07,11.2,25.1
ANGE,-103.0290,42.7065,4042,2025-01-08,19.1,19.8
ANGE,-103.0290,42.7065,4042,2025-01-09,31.5,37.2
ANGE,-103.0290,42.7065,4042,2025-01-10,21.3,28.6
ANGE,-103.0290,42.7065,4042,2025-01-11,27.4,37.9
ANGE,-103.0290,42.7065,4042,2025-01-12,17.4,37.0
ANGE,-103.0290,42.7065,4042,2025-01-13,17.1,25.4
ANGE,-103.0290,42.7065,4042,2025-01-14,22.2,33.3
ANGE,-103.0290,42.7065,4042,2025-01-15,30.4,31.4
ANGE,-103.0290,42.7065,4042,2025-01-16,30.6,43.0
ANGE,-103.0290,42.7065,4042,2025-01-17,33.6,47.7
ANGE,-103.0290,42.7065,4042,2025-01-18,6.8,35.1
ANGE,-103.0290,42.7065,4042,2025-01-19,-9.9,11.5
ANGE,-103.0290,42.7065,4042,2025-01-20,-5.2,10.2
ANGE,-103.0290,42.7065,4042,2025-01-21,-5.5,3.7
ANGE,-103.0290,42.7065,4042,2025-01-22,17.7,33.0
ANGE,-103.0290,42.7065,4042,2025-01-23,13.3,27.5
ANGE,-103.0290,42.7065,4042,2025-01-24,20.6,30.1
ANGE,-103.0290,42.7065,4042,2025-01-25,21.8,31.4
ANGE,-103.0290,42.7065,4042,2025-01-26,18.0,25.2
ANGE,-103.0290,42.7065,4042,2025-01-27,14.5,29.3
ANGE,-103.0290,42.7065,4042,2025-01-28,25.7,44.3
ANGE,-103.0290,42.7065,4042,2025-01-29,33.4,49.5
ANGE,-103.0290,42.7065,4042,2025-01-30,36.6,51.9
ANGE,-103.0290,42.7065,4042,2025-01-31,40.9,49.8

POSE,-105.4820,42.2583,7628,2025-01-01,8.0,18.7
POSE,-105.4820,42.2583,7628,2025-01-02,7.0,20.0
POSE,-105.4820,42.2583,7628,2025-01-03,15.7,30.7
POSE,-105.4820,42.2583,7628,2025-01-04,25.0,37.3
POSE,-105.4820,42.2583,7628,2025-01-05,10.7,35.5
POSE,-105.4820,42.2583,7628,2025-01-06,14.2,23.2
POSE,-105.4820,42.2583,7628,2025-01-07,12.2,25.0
POSE,-105.4820,42.2583,7628,2025-01-08,0.5,14.6
POSE,-105.4820,42.2583,7628,2025-01-09,3.6,21.8
POSE,-105.4820,42.2583,7628,2025-01-10,8.5,19.4
POSE,-105.4820,42.2583,7628,2025-01-11,6.2,24.7
POSE,-105.4820,42.2583,7628,2025-01-12,16.0,23.2
POSE,-105.4820,42.2583,7628,2025-01-13,11.3,19.8
POSE,-105.4820,42.2583,7628,2025-01-14,7.1,15.8
POSE,-105.4820,42.2583,7628,2025-01-15,7.3,19.2
POSE,-105.4820,42.2583,7628,2025-01-16,8.0,27.4
POSE,-105.4820,42.2583,7628,2025-01-17,17.4,36.1
POSE,-105.4820,42.2583,7628,2025-01-18,1.2,26.2
POSE,-105.4820,42.2583,7628,2025-01-19,-10.1,1.3
POSE,-105.4820,42.2583,7628,2025-01-20,-16.5,5.4
POSE,-105.4820,42.2583,7628,2025-01-21,-21.7,-2.7
POSE,-105.4820,42.2583,7628,2025-01-22,-3.2,14.7
POSE,-105.4820,42.2583,7628,2025-01-23,6.9,14.3
POSE,-105.4820,42.2583,7628,2025-01-24,7.0,16.4
POSE,-105.4820,42.2583,7628,2025-01-25,6.0,20.2
POSE,-105.4820,42.2583,7628,2025-01-26,-0.5,8.9
POSE,-105.4820,42.2583,7628,2025-01-27,1.5,19.9
POSE,-105.4820,42.2583,7628,2025-01-28,7.8,31.8
POSE,-105.4820,42.2583,7628,2025-01-29,17.3,39.1
POSE,-105.4820,42.2583,7628,2025-01-30,22.5,40.3
POSE,-105.4820,42.2583,7628,2025-01-31,21.2,39.3

POSE,-106.7621,38.6000,9705,2025-01-01,7.0,20.6
POSE,-106.7621,38.6000,9705,2025-01-02,5.8,20.8
POSE,-106.7621,38.6000,9705,2025-01-03,18.0,28.2
POSE,-106.7621,38.6000,9705,2025-01-04,19.9,37.1
POSE,-106.7621,38.6000,9705,2025-01-05,13.5,31.9
POSE,-106.7621,38.6000,9705,2025-01-06,9.0,22.1
POSE,-106.7621,38.6000,9705,2025-01-07,8.1,20.7
POSE,-106.7621,38.6000,9705,2025-01-08,4.8,20.4
POSE,-106.7621,38.6000,9705,2025-01-09,3.6,20.8
POSE,-106.7621,38.6000,9705,2025-01-10,0.0,17.1
POSE,-106.7621,38.6000,9705,2025-01-11,-2.3,20.1
POSE,-106.7621,38.6000,9705,2025-01-12,1.2,19.5
POSE,-106.7621,38.6000,9705,2025-01-13,-2.1,17.3
POSE,-106.7621,38.6000,9705,2025-01-14,-0.1,14.5
POSE,-106.7621,38.6000,9705,2025-01-15,-0.6,16.0
POSE,-106.7621,38.6000,9705,2025-01-16,1.8,24.9
POSE,-106.7621,38.6000,9705,2025-01-17,17.1,36.0
POSE,-106.7621,38.6000,9705,2025-01-18,11.7,27.3
POSE,-106.7621,38.6000,9705,2025-01-19,-7.4,13.3
POSE,-106.7621,38.6000,9705,2025-01-20,-8.8,5.3
POSE,-106.7621,38.6000,9705,2025-01-21,-13.6,2.1
POSE,-106.7621,38.6000,9705,2025-01-22,-11.5,19.6
POSE,-106.7621,38.6000,9705,2025-01-23,-5.8,12.0
POSE,-106.7621,38.6000,9705,2025-01-24,-7.3,11.5
POSE,-106.7621,38.6000,9705,2025-01-25,4.8,29.1
POSE,-106.7621,38.6000,9705,2025-01-26,11.0,30.0
POSE,-106.7621,38.6000,9705,2025-01-27,13.9,29.6
POSE,-106.7621,38.6000,9705,2025-01-28,13.8,31.2
POSE,-106.7621,38.6000,9705,2025-01-29,19.2,34.5
POSE,-106.7621,38.6000,9705,2025-01-30,16.4,32.1
POSE,-106.7621,38.6000,9705,2025-01-31,13.7,31.8

ACLE9,-106.9903,38.9562,9551,2025-01-01,0.2,20.0
ACLE9,-106.9903,38.9562,9551,2025-01-02,-0.4,23.0
ACLE9,-106.9903,38.9562,9551,2025-01-03,8.0,29.8
ACLE9,-106.9903,38.9562,9551,2025-01-04,10.0,33.4
ACLE9,-106.9903,38.9562,9551,2025-01-05,14.9,29.3
ACLE9,-106.9903,38.9562,9551,2025-01-06,7.1,20.5
ACLE9,-106.9903,38.9562,9551,2025-01-07,5.7,19.6
ACLE9,-106.9903,38.9562,9551,2025-01-08,-0.3,24.1
ACLE9,-106.9903,38.9562,9551,2025-01-09,-2.4,20.9
ACLE9,-106.9903,38.9562,9551,2025-01-10,-2.4,18.8
ACLE9,-106.9903,38.9562,9551,2025-01-11,-5.3,16.7
ACLE9,-106.9903,38.9562,9551,2025-01-12,-2.6,16.2
ACLE9,-106.9903,38.9562,9551,2025-01-13,-6.0,16.8
ACLE9,-106.9903,38.9562,9551,2025-01-14,-6.9,14.6
ACLE9,-106.9903,38.9562,9551,2025-01-15,-5.5,14.7
ACLE9,-106.9903,38.9562,9551,2025-01-16,-3.9,24.7
ACLE9,-106.9903,38.9562,9551,2025-01-17,9.4,36.0
ACLE9,-106.9903,38.9562,9551,2025-01-18,9.2,27.0
ACLE9,-106.9903,38.9562,9551,2025-01-19,-14.0,10.5
ACLE9,-106.9903,38.9562,9551,2025-01-20,-15.2,5.2
ACLE9,-106.9903,38.9562,9551,2025-01-21,-17.8,1.2
ACLE9,-106.9903,38.9562,9551,2025-01-22,-17.8,20.8
ACLE9,-106.9903,38.9562,9551,2025-01-23,-8.0,10.2
ACLE9,-106.9903,38.9562,9551,2025-01-24,-7.4,13.4
ACLE9,-106.9903,38.9562,9551,2025-01-25,-0.3,28.6
ACLE9,-106.9903,38.9562,9551,2025-01-26,14.0,31.1
ACLE9,-106.9903,38.9562,9551,2025-01-27,5.6,29.2
ACLE9,-106.9903,38.9562,9551,2025-01-28,5.5,33.1
ACLE9,-106.9903,38.9562,9551,2025-01-29,10.3,37.5
ACLE9,-106.9903,38.9562,9551,2025-01-30,12.1,34.8
ACLE9,-106.9903,38.9562,9551,2025-01-31,8.3,33.7

ACLE9,-107.4176,39.7944,11260,2025-01-01,-6.0,13.4
ACLE9,-107.4176,39.7944,11260,2025-01-02,-0.5,18.8
ACLE9,-107.4176,39.7944,11260,2025-01-03,12.6,26.6
ACLE9,-107.4176,39.7944,11260,2025-01-04,17.6,35.2
ACLE9,-107.4176,39.7944,11260,2025-01-05,5.8,27.2
ACLE9,-107.4176,39.7944,11260,2025-01-06,5.7,17.8
ACLE9,-107.4176,39.7944,11260,2025-01-07,4.1,19.2
ACLE9,-107.4176,39.7944,11260,2025-01-08,-4.8,15.7
ACLE9,-107.4176,39.7944,11260,2025-01-09,-1.1,20.0
ACLE9,-107.4176,39.7944,11260,2025-01-10,-6.5,11.6
ACLE9,-107.4176,39.7944,11260,2025-01-11,-1.4,23.9
ACLE9,-107.4176,39.7944,11260,2025-01-12,-5.0,13.0
ACLE9,-107.4176,39.7944,11260,2025-01-13,-7.8,12.7
ACLE9,-107.4176,39.7944,11260,2025-01-14,-7.1,11.4
ACLE9,-107.4176,39.7944,11260,2025-01-15,-5.6,13.3
ACLE9,-107.4176,39.7944,11260,2025-01-16,2.8,27.6
ACLE9,-107.4176,39.7944,11260,2025-01-17,11.7,34.5
ACLE9,-107.4176,39.7944,11260,2025-01-18,0.3,21.5
ACLE9,-107.4176,39.7944,11260,2025-01-19,-16.4,3.9
ACLE9,-107.4176,39.7944,11260,2025-01-20,-15.1,2.4
ACLE9,-107.4176,39.7944,11260,2025-01-21,-20.9,-3.8
ACLE9,-107.4176,39.7944,11260,2025-01-22,-11.0,17.7
ACLE9,-107.4176,39.7944,11260,2025-01-23,-13.3,6.3
ACLE9,-107.4176,39.7944,11260,2025-01-24,-8.4,11.2
ACLE9,-107.4176,39.7944,11260,2025-01-25,3.6,20.6
ACLE9,-107.4176,39.7944,11260,2025-01-26,5.8,20.9
ACLE9,-107.4176,39.7944,11260,2025-01-27,1.4,21.7
ACLE9,-107.4176,39.7944,11260,2025-01-28,2.9,24.9
ACLE9,-107.4176,39.7944,11260,2025-01-29,6.4,27.1
ACLE9,-107.4176,39.7944,11260,2025-01-30,5.7,28.0
ACLE9,-107.4176,39.7944,11260,2025-01-31,6.4,26.6

HEMU3,-105.4100,40.1100,7749,2025-01-01,11.2,26.3
HEMU3,-105.4100,40.1100,7749,2025-01-02,15.7,30.8
HEMU3,-105.4100,40.1100,7749,2025-01-03,26.5,43.2
HEMU3,-105.4100,40.1100,7749,2025-01-04,25.5,49.5
HEMU3,-105.4100,40.1100,7749,2025-01-05,14.0,38.2
HEMU3,-105.4100,40.1100,7749,2025-01-06,15.2,27.8
HEMU3,-105.4100,40.1100,7749,2025-01-07,16.6,29.5
HEMU3,-105.4100,40.1100,7749,2025-01-08,8.4,19.5
HEMU3,-105.4100,40.1100,7749,2025-01-09,14.9,35.0
HEMU3,-105.4100,40.1100,7749,2025-01-10,11.4,23.5
HEMU3,-105.4100,40.1100,7749,2025-01-11,15.0,41.7
HEMU3,-105.4100,40.1100,7749,2025-01-12,18.2,32.4
HEMU3,-105.4100,40.1100,7749,2025-01-13,11.9,27.8
HEMU3,-105.4100,40.1100,7749,2025-01-14,10.6,26.6
HEMU3,-105.4100,40.1100,7749,2025-01-15,15.9,29.5
HEMU3,-105.4100,40.1100,7749,2025-01-16,19.8,44.8
HEMU3,-105.4100,40.1100,7749,2025-01-17,33.1,52.1
HEMU3,-105.4100,40.1100,7749,2025-01-18,6.0,40.0
HEMU3,-105.4100,40.1100,7749,2025-01-19,-3.2,6.9
HEMU3,-105.4100,40.1100,7749,2025-01-20,-6.7,12.3
HEMU3,-105.4100,40.1100,7749,2025-01-21,-8.1,11.1
HEMU3,-105.4100,40.1100,7749,2025-01-22,12.6,31.7
HEMU3,-105.4100,40.1100,7749,2025-01-23,9.2,20.6
HEMU3,-105.4100,40.1100,7749,2025-01-24,8.1,29.5
HEMU3,-105.4100,40.1100,7749,2025-01-25,12.8,38.1
HEMU3,-105.4100,40.1100,7749,2025-01-26,3.6,14.9
HEMU3,-105.4100,40.1100,7749,2025-01-27,6.6,26.9
HEMU3,-105.4100,40.1100,7749,2025-01-28,21.5,43.9
HEMU3,-105.4100,40.1100,7749,2025-01-29,20.7,42.2
HEMU3,-105.4100,40.1100,7749,2025-01-30,22.1,40.7
HEMU3,-105.4100,40.1100,7749,2025-01-31,26.1,39.9

HEMU3,-105.0400,38.9600,8278,2025-01-01,6.3,30.2
HEMU3,-105.0400,38.9600,8278,2025-01-02,9.1,34.5
HEMU3,-105.0400,38.9600,8278,2025-01-03,21.2,41.8
HEMU3,-105.0400,38.9600,8278,2025-01-04,28.1,53.6
HEMU3,-105.0400,38.9600,8278,2025-01-05,16.0,46.0
HEMU3,-105.0400,38.9600,8278,2025-01-06,9.3,31.8
HEMU3,-105.0400,38.9600,8278,2025-01-07,10.7,33.3
HEMU3,-105.0400,38.9600,8278,2025-01-08,-0.2,18.4
HEMU3,-105.0400,38.9600,8278,2025-01-09,4.1,33.0
HEMU3,-105.0400,38.9600,8278,2025-01-10,-4.4,17.5
HEMU3,-105.0400,38.9600,8278,2025-01-11,-3.3,37.6
HEMU3,-105.0400,38.9600,8278,2025-01-12,1.4,36.2
HEMU3,-105.0400,38.9600,8278,2025-01-13,0.7,29.5
HEMU3,-105.0400,38.9600,8278,2025-01-14,0.2,27.1
HEMU3,-105.0400,38.9600,8278,2025-01-15,0.3,26.9
HEMU3,-105.0400,38.9600,8278,2025-01-16,2.5,43.1
HEMU3,-105.0400,38.9600,8278,2025-01-17,23.2,50.8
HEMU3,-105.0400,38.9600,8278,2025-01-18,5.9,43.1
HEMU3,-105.0400,38.9600,8278,2025-01-19,-12.5,11.0
HEMU3,-105.0400,38.9600,8278,2025-01-20,-10.4,18.2
HEMU3,-105.0400,38.9600,8278,2025-01-21,-13.6,8.8
HEMU3,-105.0400,38.9600,8278,2025-01-22,-0.9,37.4
HEMU3,-105.0400,38.9600,8278,2025-01-23,-4.5,20.6
HEMU3,-105.0400,38.9600,8278,2025-01-24,-5.8,25.0
HEMU3,-105.0400,38.9600,8278,2025-01-25,10.2,42.7
HEMU3,-105.0400,38.9600,8278,2025-01-26,6.4,17.9
HEMU3,-105.0400,38.9600,8278,2025-01-27,8.4,34.9
HEMU3,-105.0400,38.9600,8278,2025-01-28,12.7,42.3
HEMU3,-105.0400,38.9600,8278,2025-01-29,12.1,43.1
HEMU3,-105.0400,38.9600,8278,2025-01-30,12.5,38.1
HEMU3,-105.0400,38.9600,8278,2025-01-31,11.1,34.9

HEMU3,-106.9823,38.9563,9675,2025-01-01,1.3,20.2
HEMU3,-106.9823,38.9563,9675,2025-01-02,0.1,24.1
HEMU3,-106.9823,38.9563,9675,2025-01-03,9.9,29.4
HEMU3,-106.9823,38.9563,9675,2025-01-04,12.0,34.0
HEMU3,-106.9823,38.9563,9675,2025-01-05,15.1,29.8
HEMU3,-106.9823,38.9563,9675,2025-01-06,8.1,20.9
HEMU3,-106.9823,38.9563,9675,2025-01-07,7.4,20.1
HEMU3,-106.9823,38.9563,9675,2025-01-08,1.0,25.0
HEMU3,-106.9823,38.9563,9675,2025-01-09,-1.5,21.4
HEMU3,-106.9823,38.9563,9675,2025-01-10,-1.6,19.8
HEMU3,-106.9823,38.9563,9675,2025-01-11,-4.1,16.2
HEMU3,-106.9823,38.9563,9675,2025-01-12,-0.4,16.2
HEMU3,-106.9823,38.9563,9675,2025-01-13,-4.7,17.2
HEMU3,-106.9823,38.9563,9675,2025-01-14,-5.4,15.2
HEMU3,-106.9823,38.9563,9675,2025-01-15,-4.2,15.2
HEMU3,-106.9823,38.9563,9675,2025-01-16,-1.8,24.1
HEMU3,-106.9823,38.9563,9675,2025-01-17,11.9,36.4
HEMU3,-106.9823,38.9563,9675,2025-01-18,10.3,27.3
HEMU3,-106.9823,38.9563,9675,2025-01-19,-12.4,10.9
HEMU3,-106.9823,38.9563,9675,2025-01-20,-14.1,5.7
HEMU3,-106.9823,38.9563,9675,2025-01-21,-16.6,1.5
HEMU3,-106.9823,38.9563,9675,2025-01-22,-16.6,21.0
HEMU3,-106.9823,38.9563,9675,2025-01-23,-7.0,10.9
HEMU3,-106.9823,38.9563,9675,2025-01-24,-6.7,14.2
HEMU3,-106.9823,38.9563,9675,2025-01-25,1.0,29.1
HEMU3,-106.9823,38.9563,9675,2025-01-26,13.7,31.6
HEMU3,-106.9823,38.9563,9675,2025-01-27,7.2,29.7
HEMU3,-106.9823,38.9563,9675,2025-01-28,7.0,33.8
HEMU3,-106.9823,38.9563,9675,2025-01-29,11.6,38.1
HEMU3,-106.9823,38.9563,9675,2025-01-30,13.0,35.3
HEMU3,-106.9823,38.9563,9675,2025-01-31,9.3,34.3

HEMU3,-106.9586,38.9360,9245,2025-01-01,-6.4,22.6
HEMU3,-106.9586,38.9360,9245,2025-01-02,-2.3,20.4
HEMU3,-106.9586,38.9360,9245,2025-01-03,2.3,28.7
HEMU3,-106.9586,38.9360,9245,2025-01-04,3.1,27.5
HEMU3,-106.9586,38.9360,9245,2025-01-05,12.3,32.3
HEMU3,-106.9586,38.9360,9245,2025-01-06,2.7,24.2
HEMU3,-106.9586,38.9360,9245,2025-01-07,-2.3,18.6
HEMU3,-106.9586,38.9360,9245,2025-01-08,-7.5,24.6
HEMU3,-106.9586,38.9360,9245,2025-01-09,-8.9,16.5
HEMU3,-106.9586,38.9360,9245,2025-01-10,-10.5,20.3
HEMU3,-106.9586,38.9360,9245,2025-01-11,-12.9,13.9
HEMU3,-106.9586,38.9360,9245,2025-01-12,-10.4,19.0
HEMU3,-106.9586,38.9360,9245,2025-01-13,-13.0,14.9
HEMU3,-106.9586,38.9360,9245,2025-01-14,-15.2,12.5
HEMU3,-106.9586,38.9360,9245,2025-01-15,-13.6,11.0
HEMU3,-106.9586,38.9360,9245,2025-01-16,-12.0,18.4
HEMU3,-106.9586,38.9360,9245,2025-01-17,-2.7,30.6
HEMU3,-106.9586,38.9360,9245,2025-01-18,0.3,25.4
HEMU3,-106.9586,38.9360,9245,2025-01-19,-21.4,11.3
